dih  Etot    EPtot   BOND   ANGLE  DIHED   1-4NB  1-4EEL  VDWAALS  EELEC EGB
-59 29.7707 -6.6491 5.4435 2.8766 4.8793 6.1446 50.9571 44.3715 -101.0108 -20.3110
-58 14.2202 -6.9387 5.4435 2.8766 4.7220 6.1446 50.9181 44.3715 -101.0826 -20.3325
-57 14.4579 -7.2354 5.4435 2.8766 4.5617 6.1446 50.8791 44.3715 -101.1594 -20.3531
-56 10.1611 -7.5387 5.4435 2.8766 4.3987 6.1446 50.8401 44.3715 -101.2409 -20.3728
-55 17.1528 -7.8480 5.4435 2.8766 4.2331 6.1446 50.8012 44.3715 -101.3268 -20.3917
-54 13.9159 -8.1627 5.4435 2.8766 4.0652 6.1446 50.7623 44.3715 -101.4167 -20.4098
-53 9.7502 -8.4824 5.4435 2.8766 3.8951 6.1446 50.7236 44.3715 -101.5102 -20.4270
-52 14.1599 -8.8065 5.4435 2.8766 3.7230 6.1446 50.6849 44.3715 -101.6071 -20.4435
-51 11.3751 -9.1344 5.4435 2.8766 3.5492 6.1446 50.6464 44.3715 -101.7071 -20.4592
-50 13.3655 -9.4657 5.4435 2.8766 3.3739 6.1446 50.6081 44.3715 -101.8099 -20.4741
-49 16.0432 -9.7999 5.4435 2.8766 3.1973 6.1446 50.5700 44.3715 -101.9151 -20.4883
-48 4.6458 -10.1365 5.4435 2.8766 3.0195 6.1446 50.5321 44.3715 -102.0226 -20.5018
-47 15.4482 -10.4750 5.4435 2.8766 2.8409 6.1446 50.4945 44.3715 -102.1320 -20.5147
-46 9.5739 -10.8150 5.4435 2.8766 2.6617 6.1446 50.4571 44.3715 -102.2431 -20.5268
-45 10.7499 -11.1560 5.4435 2.8766 2.4819 6.1446 50.4200 44.3715 -102.3557 -20.5384
-44 10.7091 -11.4975 5.4435 2.8766 2.3020 6.1446 50.3832 44.3715 -102.4696 -20.5494
-43 6.3208 -11.8393 5.4435 2.8766 2.1221 6.1446 50.3468 44.3715 -102.5846 -20.5597
-42 14.0100 -12.1807 5.4435 2.8766 1.9423 6.1446 50.3107 44.3715 -102.7004 -20.5696
-41 13.6661 -12.5215 5.4435 2.8766 1.7631 6.1446 50.2750 44.3715 -102.8169 -20.5789
-40 9.2212 -12.8613 5.4435 2.8766 1.5844 6.1446 50.2397 44.3715 -102.9339 -20.5878
-39 6.8415 -13.1996 5.4435 2.8766 1.4066 6.1446 50.2049 44.3715 -103.0512 -20.5961
-38 9.9495 -13.5362 5.4435 2.8766 1.2300 6.1446 50.1705 44.3715 -103.1688 -20.6041
-37 6.5471 -13.8706 5.4435 2.8766 1.0546 6.1446 50.1366 44.3715 -103.2864 -20.6117
-36 7.7214 -14.2025 5.4435 2.8766 0.8807 6.1446 50.1033 44.3715 -103.4039 -20.6189
-35 5.4926 -14.5317 5.4435 2.8766 0.7086 6.1446 50.0704 44.3715 -103.5212 -20.6257
-34 9.1646 -14.8577 5.4435 2.8766 0.5384 6.1446 50.0381 44.3715 -103.6382 -20.6323
-33 11.1007 -15.1802 5.4435 2.8766 0.3704 6.1446 50.0065 44.3715 -103.7548 -20.6385
-32 2.1808 -15.4983 5.4435 2.8766 0.2047 6.1446 49.9754 44.3715 -103.8708 -20.6438
-31 11.5587 -15.8115 5.4435 2.8766 0.0415 6.1446 49.9449 44.3715 -103.9862 -20.6479
-30 8.0163 -16.1194 5.4435 2.8766 -0.1189 6.1446 49.9151 44.3715 -104.1010 -20.6509
-29 5.9649 -16.4220 5.4435 2.8766 -0.2763 6.1446 49.8860 44.3715 -104.2150 -20.6530
-28 7.6453 -16.7190 5.4435 2.8766 -0.4306 6.1446 49.8576 44.3715 -104.3281 -20.6542
-27 4.4881 -17.0102 5.4435 2.8766 -0.5816 6.1446 49.8300 44.3715 -104.4403 -20.6545
-26 5.6214 -17.2955 5.4435 2.8766 -0.7290 6.1446 49.8030 44.3715 -104.5516 -20.6541
-25 9.8548 -17.5747 5.4435 2.8766 -0.8728 6.1446 49.7769 44.3715 -104.6619 -20.6531
-24 6.1276 -17.8476 5.4435 2.8766 -1.0127 6.1446 49.7515 44.3715 -104.7711 -20.6515
-23 6.4780 -18.1141 5.4435 2.8766 -1.1486 6.1446 49.7270 44.3715 -104.8791 -20.6495
-22 10.5571 -18.3741 5.4435 2.8766 -1.2802 6.1446 49.7032 44.3715 -104.9861 -20.6473
-21 6.1329 -18.6276 5.4435 2.8766 -1.4075 6.1446 49.6804 44.3715 -105.0919 -20.6448
-20 7.3536 -18.8744 5.4435 2.8766 -1.5303 6.1446 49.6584 44.3715 -105.1964 -20.6422
-19 7.1186 -19.1142 5.4435 2.8766 -1.6484 6.1446 49.6373 44.3715 -105.2997 -20.6395
-18 4.0457 -19.3469 5.4435 2.8766 -1.7617 6.1446 49.6171 44.3715 -105.4018 -20.6367
-17 -2.7990 -19.5725 5.4435 2.8766 -1.8701 6.1446 49.5978 44.3715 -105.5026 -20.6339
-16 9.5273 -19.7907 5.4435 2.8766 -1.9733 6.1446 49.5795 44.3715 -105.6020 -20.6311
-15 1.0652 -20.0015 5.4435 2.8766 -2.0714 6.1446 49.5621 44.3715 -105.7002 -20.6283
-14 -4.4295 -20.2048 5.4435 2.8766 -2.1641 6.1446 49.5457 44.3715 -105.7970 -20.6256
-13 5.3363 -20.4003 5.4435 2.8766 -2.2514 6.1446 49.5303 44.3715 -105.8925 -20.6230
-12 0.8353 -20.5882 5.4435 2.8766 -2.3331 6.1446 49.5159 44.3715 -105.9866 -20.6206
-11 -0.1358 -20.7681 5.4435 2.8766 -2.4092 6.1446 49.5025 44.3715 -106.0794 -20.6183
-10 -0.3642 -20.9402 5.4435 2.8766 -2.4796 6.1446 49.4902 44.3715 -106.1708 -20.6163
-9 4.7297 -21.1043 5.4435 2.8766 -2.5441 6.1446 49.4788 44.3715 -106.2608 -20.6144
-8 0.7217 -21.2603 5.4435 2.8766 -2.6027 6.1446 49.4686 44.3715 -106.3495 -20.6129
-7 5.9285 -21.4082 5.4435 2.8766 -2.6553 6.1446 49.4593 44.3715 -106.4368 -20.6117
-6 5.0659 -21.5479 5.4435 2.8766 -2.7019 6.1446 49.4512 44.3715 -106.5227 -20.6107
-5 1.7415 -21.6795 5.4435 2.8766 -2.7424 6.1446 49.4441 44.3715 -106.6073 -20.6102
-4 0.8926 -21.8029 5.4435 2.8766 -2.7768 6.1446 49.4381 44.3715 -106.6904 -20.6100
-3 -1.2391 -21.9180 5.4435 2.8766 -2.8049 6.1446 49.4332 44.3715 -106.7723 -20.6102
-2 4.7069 -22.0249 5.4435 2.8766 -2.8269 6.1446 49.4293 44.3715 -106.8528 -20.6109
-1 -2.3031 -22.1236 5.4435 2.8766 -2.8426 6.1446 49.4266 44.3715 -106.9319 -20.6120
0 -1.1883 -22.2140 5.4435 2.8766 -2.8520 6.1446 49.4250 44.3715 -107.0097 -20.6136
1 4.3765 -22.2962 5.4435 2.8766 -2.8551 6.1446 49.4244 44.3715 -107.0861 -20.6156
2 -0.4020 -22.3702 5.4435 2.8766 -2.8520 6.1446 49.4250 44.3715 -107.1612 -20.6182
3 -1.0545 -22.4361 5.4435 2.8766 -2.8426 6.1446 49.4266 44.3715 -107.2350 -20.6213
4 -3.2185 -22.4938 5.4435 2.8766 -2.8269 6.1446 49.4293 44.3715 -107.3075 -20.6250
5 1.0130 -22.5434 5.4435 2.8766 -2.8049 6.1446 49.4332 44.3715 -107.3786 -20.6292
6 -2.8457 -22.5850 5.4435 2.8766 -2.7768 6.1446 49.4381 44.3715 -107.4485 -20.6340
7 0.0531 -22.6182 5.4435 2.8766 -2.7424 6.1446 49.4441 44.3715 -107.5171 -20.6390
8 6.5065 -22.6428 5.4435 2.8766 -2.7019 6.1446 49.4512 44.3715 -107.5844 -20.6439
9 -6.1649 -22.6589 5.4435 2.8766 -2.6553 6.1446 49.4593 44.3715 -107.6504 -20.6487
10 3.2175 -22.6666 5.4435 2.8766 -2.6027 6.1446 49.4686 44.3715 -107.7152 -20.6535
11 1.6203 -22.6660 5.4435 2.8766 -2.5441 6.1446 49.4788 44.3715 -107.7787 -20.6583
12 -1.3969 -22.6573 5.4435 2.8766 -2.4796 6.1446 49.4902 44.3715 -107.8410 -20.6631
13 -8.5076 -22.6406 5.4435 2.8766 -2.4092 6.1446 49.5025 44.3715 -107.9020 -20.6681
14 -0.0719 -22.6162 5.4435 2.8766 -2.3331 6.1446 49.5159 44.3715 -107.9619 -20.6733
15 0.6422 -22.5841 5.4435 2.8766 -2.2514 6.1446 49.5303 44.3715 -108.0205 -20.6787
16 0.1224 -22.5446 5.4435 2.8766 -2.1641 6.1446 49.5457 44.3715 -108.0780 -20.6844
17 -1.1377 -22.4977 5.4435 2.8766 -2.0714 6.1446 49.5621 44.3715 -108.1342 -20.6904
18 0.7946 -22.4437 5.4435 2.8766 -1.9733 6.1446 49.5795 44.3715 -108.1893 -20.6968
19 7.3380 -22.3828 5.4435 2.8766 -1.8701 6.1446 49.5978 44.3715 -108.2432 -20.7036
20 0.2696 -22.3151 5.4435 2.8766 -1.7617 6.1446 49.6171 44.3715 -108.2960 -20.7107
21 -4.5466 -22.2409 5.4435 2.8766 -1.6484 6.1446 49.6373 44.3715 -108.3476 -20.7183
22 1.8317 -22.1602 5.4435 2.8766 -1.5303 6.1446 49.6584 44.3715 -108.3981 -20.7264
23 -0.6793 -22.0734 5.4435 2.8766 -1.4075 6.1446 49.6804 44.3715 -108.4475 -20.7350
24 -2.5137 -21.9806 5.4435 2.8766 -1.2802 6.1446 49.7032 44.3715 -108.4958 -20.7440
25 11.0101 -21.8820 5.4435 2.8766 -1.1486 6.1446 49.7270 44.3715 -108.5429 -20.7536
26 -0.3953 -21.7778 5.4435 2.8766 -1.0127 6.1446 49.7515 44.3715 -108.5890 -20.7638
27 1.9866 -21.6682 5.4435 2.8766 -0.8728 6.1446 49.7769 44.3715 -108.6340 -20.7745
28 2.1661 -21.5535 5.4435 2.8766 -0.7290 6.1446 49.8030 44.3715 -108.6779 -20.7858
29 -2.7012 -21.4338 5.4435 2.8766 -0.5816 6.1446 49.8300 44.3715 -108.7208 -20.7976
30 6.8099 -21.3093 5.4435 2.8766 -0.4306 6.1446 49.8576 44.3715 -108.7626 -20.8100
31 0.6774 -21.1804 5.4435 2.8766 -0.2763 6.1446 49.8860 44.3715 -108.8034 -20.8230
32 -2.1210 -21.0472 5.4435 2.8766 -0.1189 6.1446 49.9152 44.3715 -108.8431 -20.8366
33 -3.9182 -20.9099 5.4435 2.8766 0.0415 6.1446 49.9449 44.3715 -108.8818 -20.8507
34 3.1278 -20.7687 5.4435 2.8766 0.2047 6.1446 49.9754 44.3715 -108.9195 -20.8655
35 6.2933 -20.6240 5.4435 2.8766 0.3704 6.1446 50.0065 44.3715 -108.9562 -20.8808
36 3.9570 -20.4759 5.4435 2.8766 0.5384 6.1446 50.0381 44.3715 -108.9920 -20.8967
37 4.9029 -20.3247 5.4435 2.8766 0.7086 6.1446 50.0704 44.3715 -109.0267 -20.9132
38 6.2900 -20.1705 5.4435 2.8766 0.8807 6.1446 50.1033 44.3715 -109.0604 -20.9303
39 -0.2040 -20.0138 5.4435 2.8766 1.0546 6.1446 50.1366 44.3715 -109.0932 -20.9480
40 -0.8759 -19.8545 5.4435 2.8766 1.2300 6.1446 50.1705 44.3715 -109.1250 -20.9662
41 9.7656 -19.6931 5.4435 2.8766 1.4066 6.1446 50.2049 44.3715 -109.1559 -20.9850
42 1.5896 -19.5298 5.4435 2.8766 1.5844 6.1446 50.2397 44.3715 -109.1858 -21.0044
43 2.4105 -19.3648 5.4435 2.8766 1.7630 6.1446 50.2750 44.3715 -109.2148 -21.0243
44 5.3467 -19.1983 5.4435 2.8766 1.9423 6.1446 50.3107 44.3715 -109.2429 -21.0447
45 2.7202 -19.0306 5.4435 2.8766 2.1221 6.1446 50.3468 44.3715 -109.2700 -21.0656
46 4.4218 -18.8619 5.4435 2.8766 2.3020 6.1446 50.3832 44.3715 -109.2962 -21.0871
47 2.9869 -18.6925 5.4435 2.8766 2.4819 6.1446 50.4200 44.3715 -109.3216 -21.1091
